EDIZIONE,ID.PROG,ID.TEAM,PROV,ETA.CL,SESSO,TITSTUD,LAUREA,PROF,SETPROF,MODPART,TEAM,AGIURID,T.PROG,AMBITO1,AMBITO2,ARCHITET,ARCH.BIB,ARTI.VIS,ARTIGIAN,AUDIOVIS,DESIGN,EDITORIA,PATRIMON,SPETTAC,AM.ALTRO,REPLICA,REP.DOVE,REP.SETT,REP.SE.Q,AVANZAM,AVANZ.D,IMPATTO1,IMPATTO2,ACCESSO,CONSERV,DIST.COM,EDUCAZ,FRUIZ,FUNDRAIS,PARTECIP,PRODUZ,PROMOZ,RIC.FORM,INF.PROG1,INF.PROG2,CARENZA1,CARENZA2,CARENZA3,ARTISTI,TURISTI,STUDENTI,FAMIGLIE,SCUO.UNI,APPASS,OPERAT,PROF.CRE,IST.CULT,PA,IMPRESE,TAR.ALTR,FILTR.PR,filter_$
iC1,18,Proponente,Milano,30-34 anni,Femmina,Laurea,Scienze politiche e sociali,"Specialisti in discipline linguistiche, letterarie e documentali","Attività di biblioteche, archivi, musei ed altre attività culturali",In rappresentanza di un team informale,3,No Profit,Digitale,"Editoria (letteratura, scrittura)","Audiovisivo (cinema, radio, video, videogame, discografia)", , , , , , , , , , ,Idea già realizzata altrove/simile a qualcosa di già esistente,Italia,Stesso ambito,Non applicabile,Diffusione & sviluppo,Italia,Fruizione,Accesso, , , , , , , , , , ,Cultura,Welfare/sociale,Competenze,Networking,Marketing, , , , , , , , , , , , ,Selezionato,Selected
iC1,18,2,Non rilevabile,Non rilevabile,Non rilevabile,Non rilevabile,Non rilevabile,"Specialisti delle scienze gestionali, commerciali e bancarie",Non rilevabile, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Non selezionato,Selected
iC1,18,3,Non rilevabile,Non rilevabile,Non rilevabile,Non rilevabile,Non rilevabile,Specialisti in discipline artistico-espressive,Non rilevabile, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Non selezionato,Selected
iC1,18,4,Non rilevabile,Non rilevabile,Non rilevabile,Non rilevabile,Non rilevabile,Tecnici di apparecchiature ottiche e audio-video,Non rilevabile, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Non selezionato,Selected
iC1,19,Proponente,Altra provincia italiana,30-34 anni,Femmina,Post-laurea,"Scienze dell’antichità, filologico-letterarie e storico-artistiche",Non rilevabile,"Attività di biblioteche, archivi, musei ed altre attività culturali",In rappresentanza di un team informale,4,No Profit,Attività,"Patrimonio (beni culturali, archeologia, paesaggio)",Non applicabile, , , , , , , , , , ,Idea già realizzata altrove/simile a qualcosa di già esistente,Estero,Altro ambito,"Audiovisivo (cinema, radio, video, videogame, discografia)",Concept,Non applicabile,Fruizione,Non applicabile, , , , , , , , , , ,Cultura,Non applicabile,Progettazione,Non applicabile,Non applicabile, , , , , , , , , , , , ,Selezionato,Selected
iC1,19,2,Non rilevabile,Non rilevabile,Non rilevabile,Non rilevabile,Non rilevabile,"Specialisti delle scienze gestionali, commerciali e bancarie",Non rilevabile, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Non selezionato,Selected
iC1,19,3,Non rilevabile,Non rilevabile,Non rilevabile,Non rilevabile,Non rilevabile,"Specialisti in discipline linguistiche, letterarie e documentali",Non rilevabile, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Non selezionato,Selected
iC1,19,4,Non rilevabile,Non rilevabile,Non rilevabile,Non rilevabile,Non rilevabile,"Specialisti delle scienze gestionali, commerciali e bancarie",Non rilevabile, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Non selezionato,Selected
iC1,19,5,Non rilevabile,Non rilevabile,Non rilevabile,Non rilevabile,Non rilevabile,"Specialisti delle scienze gestionali, commerciali e bancarie",Non rilevabile, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Non selezionato,Selected
iC1,20,Proponente,Como,55-59 anni,Maschio,Laurea,"Scienze dell’antichità, filologico-letterarie e storico-artistiche","Legislatori, imprenditori e alta dirigenza","Edizione di libri, periodici ed altre attività editoriali",In rappresentanza di un team informale,1,Non rilevabile,Attività,"Editoria (letteratura, scrittura)",Non applicabile, , , , , , , , , , ,Idea già realizzata altrove/simile a qualcosa di già esistente,Italia,Stesso ambito,Non applicabile,Progettazione,Non rilevabile,Accesso,Non applicabile, , , , , , , , , , ,Welfare/sociale,Ambiente,Risorse economiche,Non applicabile,Non applicabile, , , , , , , , , , , , ,Selezionato,Selected
iC1,20,2,Non rilevabile,Non rilevabile,Non rilevabile,Laurea,"Scienze dell’antichità, filologico-letterarie e storico-artistiche","Specialisti in discipline linguistiche, letterarie e documentali","Edizione di libri, periodici ed altre attività editoriali", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Non selezionato,Selected
iC1,21,Proponente,Milano,60 anni e oltre,Maschio,Laurea,Altri settori scientifico-disciplinari,"Specialisti in discipline linguistiche, letterarie e documentali","Attività di biblioteche, archivi, musei ed altre attività culturali",In rappresentanza di un’organizzazione,Non applicabile,No Profit,Attività,"Patrimonio (beni culturali, archeologia, paesaggio)",Non applicabile, , , , , , , , , , ,Idea già realizzata altrove/simile a qualcosa di già esistente,Italia,Stesso ambito,Non applicabile,Progettazione,Italia,Accesso,Fruizione, , , , , , , , , , ,Cultura,Ambiente,Progettazione,Networking,Non applicabile, , , , , , , , , , , , ,Selezionato,Selected
iC1,22,Proponente,Mantova,35-39 anni,Maschio,Diploma o titolo di studio inferiore,Non applicabile,Specialisti in discipline artistico-espressive,"Attività di biblioteche, archivi, musei ed altre attività culturali",A titolo personale,Non applicabile,No Profit,Spazio,Altro,Non applicabile, , , , , , , , , , ,Idea completamente nuova,Non applicabile,Non applicabile,Non applicabile,Concept,Non applicabile,Accesso,Fruizione, , , , , , , , , , ,Cultura,Non applicabile,Spazio,Progettazione,Marketing, , , , , , , , , , , , ,Selezionato,Selected
iC1,23,Proponente,Brescia,25-29 anni,Maschio,Laurea,Ingegneria industriale e dell’informazione,"Specialisti in scienze matematiche, informatiche, chimiche, fisiche e naturali",Altri servizi di informazione e comunicazione,A titolo personale,Non applicabile,Non rilevabile,Digitale,"Patrimonio (beni culturali, archeologia, paesaggio)",Non applicabile, , , , , , , , , , ,Idea già realizzata altrove/simile a qualcosa di già esistente,Non rilevabile,Stesso ambito,Non applicabile,Concept,Non applicabile,Conservazione,Non applicabile, , , , , , , , , , ,Cultura,Non applicabile,Risorse economiche,Marketing,Non applicabile, , , , , , , , , , , , ,Selezionato,Selected
iC1,24,Proponente,Milano,25-29 anni,Maschio,Laurea,Ingegneria civile e Architettura,Specialisti in discipline artistico-espressive,"Altre attività professionali, scientifiche e tecniche",In rappresentanza di un’organizzazione,Non applicabile,No Profit,Digitale,Design (progettazione di oggetti),Artigianato (produzione di manufatti), , , , , , , , , , ,Idea già realizzata altrove/simile a qualcosa di già esistente,Estero,Stesso ambito,Non applicabile,Progettazione,Italia,Fruizione,Non applicabile, , , , , , , , , , ,Cultura,Non applicabile,Risorse economiche,Marketing,Non applicabile, , , , , , , , , , , , ,Selezionato,Selected
iC1,25,Proponente,Milano,40-44 anni,Maschio,Post-laurea,"Scienze storiche, filosofiche, pedagogiche e psicologiche","Specialisti delle scienze gestionali, commerciali e bancarie",Non rilevabile,A titolo personale,Non applicabile,Non rilevabile,Digitale,"Patrimonio (beni culturali, archeologia, paesaggio)",Non applicabile, , , , , , , , , , ,Idea già realizzata altrove/simile a qualcosa di già esistente,Italia,Stesso ambito,Non applicabile,Progettazione,Italia,Fruizione,Accesso, , , , , , , , , , ,Cultura,Non applicabile,Progettazione,Non applicabile,Non applicabile, , , , , , , , , , , , ,Selezionato,Selected
iC1,26,Proponente,Milano,35-39 anni,Femmina,Laurea,Scienze giuridiche,Specialisti in discipline artistico-espressive,"Altre attività professionali, scientifiche e tecniche",A titolo personale,Non applicabile,Non rilevabile,Spazio,"Audiovisivo (cinema, radio, video, videogame, discografia)",Non applicabile, , , , , , , , , , ,Idea già realizzata altrove/simile a qualcosa di già esistente,Italia,Stesso ambito,Non applicabile,Concept,Non applicabile,Accesso,Non applicabile, , , , , , , , , , ,Welfare/sociale,Cultura,Progettazione,Spazio,Non applicabile, , , , , , , , , , , , ,Selezionato,Selected
iC1,27,Proponente,Milano,Fino a 24 anni,Femmina,Diploma o titolo di studio inferiore,"Scienze dell’antichità, filologico-letterarie e storico-artistiche",Studenti,Non applicabile,A titolo personale,Non applicabile,No Profit,Attività,"Patrimonio (beni culturali, archeologia, paesaggio)","Arti visive (pittura, scultura, fotografia, arti plastiche)", , , , , , , , , , ,Idea già realizzata altrove/simile a qualcosa di già esistente,Estero,Stesso ambito,Non applicabile,Concept,Non applicabile,Produzione,Accesso, , , , , , , , , , ,Cultura,Welfare/sociale,Spazio,Progettazione,Non applicabile, , , , , , , , , , , , ,Selezionato,Selected
iC1,28,Proponente,Milano,35-39 anni,Maschio,Post-laurea,Altri settori scientifico-disciplinari,Altre professioni,Attività manifatturiere; commercio all'ingrosso e al dettaglio; attività dei servizi di alloggio e di ristorazione,A titolo personale,Non applicabile,Non rilevabile,Digitale,"Patrimonio (beni culturali, archeologia, paesaggio)",Non applicabile, , , , , , , , , , ,Idea completamente nuova,Non applicabile,Non applicabile,Non applicabile,Progettazione,Italia,Fruizione,Non applicabile, , , , , , , , , , ,Cultura,Non applicabile,Marketing,Non applicabile,Non applicabile, , , , , , , , , , , , ,Selezionato,Selected
iC1,29,Proponente,Brescia,30-34 anni,Femmina,Laurea,"Scienze dell’antichità, filologico-letterarie e storico-artistiche","Professioni tecniche delle attività turistiche, ricettive ed assimilate","Noleggio, agenzie di viaggio, servizi di supporto alle imprese",In rappresentanza di un team informale,3,No Profit,Digitale,"Patrimonio (beni culturali, archeologia, paesaggio)",Non applicabile, , , , , , , , , , ,Idea già realizzata altrove/simile a qualcosa di già esistente,Italia,Stesso ambito,Non applicabile,Sperimentazione,Italia,Fruizione,Accesso, , , , , , , , , , ,Cultura,Non applicabile,Marketing,Non applicabile,Non applicabile, , , , , , , , , , , , ,Selezionato,Selected
iC1,29,2,Non rilevabile,Non rilevabile,Non rilevabile,Non rilevabile,Non rilevabile,Non rilevabile,"Noleggio, agenzie di viaggio, servizi di supporto alle imprese", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Non selezionato,Selected
iC1,29,3,Non rilevabile,Non rilevabile,Non rilevabile,Non rilevabile,Non rilevabile,Non rilevabile,Attività di consulenza gestionale, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Non selezionato,Selected
iC1,29,4,Non rilevabile,Non rilevabile,Non rilevabile,Non rilevabile,Non rilevabile,Non rilevabile,Attività di consulenza gestionale, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Non selezionato,Selected
iC1,30,Proponente,Altra provincia italiana,25-29 anni,Femmina,Post-laurea,"Scienze dell’antichità, filologico-letterarie e storico-artistiche",Non rilevabile,"Attività di biblioteche, archivi, musei ed altre attività culturali",In rappresentanza di un team informale,2,Non rilevabile,Digitale,"Spettacolo dal vivo (teatro, danza, musica live)",Non applicabile, , , , , , , , , , ,Idea già realizzata altrove/simile a qualcosa di già esistente,Italia,Altro ambito,"Patrimonio (beni culturali, archeologia, paesaggio)",Concept,Non applicabile,Accesso,Non applicabile, , , , , , , , , , ,Cultura,Non applicabile,Competenze,Non applicabile,Non applicabile, , , , , , , , , , , , ,Selezionato,Selected
iC1,30,2,Non rilevabile,Non rilevabile,Non rilevabile,Non rilevabile,Non rilevabile,"Professioni tecniche delle attività turistiche, ricettive ed assimilate",Altre attività, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Non selezionato,Selected
iC1,30,3,Non rilevabile,Non rilevabile,Non rilevabile,Non rilevabile,Non rilevabile,Altre professioni,Attività di altre organizzazioni associative, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Non selezionato,Selected
iC1,31,Proponente,Varese,35-39 anni,Femmina,Diploma o titolo di studio inferiore,Non applicabile,"Specialisti in discipline linguistiche, letterarie e documentali","Attività di biblioteche, archivi, musei ed altre attività culturali",A titolo personale,Non applicabile,No Profit,Digitale,"Patrimonio (beni culturali, archeologia, paesaggio)",Non applicabile, , , , , , , , , , ,Idea completamente nuova,Non applicabile,Non applicabile,Non applicabile,Concept,Non applicabile,Accesso,Educazione, , , , , , , , , , ,Cultura,Welfare/sociale,Competenze,Non applicabile,Non applicabile, , , , , , , , , , , , ,Selezionato,Selected
iC1,32,Proponente,Milano,45-49 anni,Maschio,Laurea,Scienze giuridiche,"Altre professioni intellettuali, scientifiche e di elevata specializzazione",Non rilevabile,In rappresentanza di un team informale,1,Non rilevabile,Digitale,"Patrimonio (beni culturali, archeologia, paesaggio)",Non applicabile, , , , , , , , , , ,Idea completamente nuova,Non applicabile,Non applicabile,Non applicabile,Progettazione,Italia,Accesso,Fruizione, , , , , , , , , , ,Cultura,Non applicabile,Risorse economiche,Non applicabile,Non applicabile, , , , , , , , , , , , ,Selezionato,Selected
iC1,32,2,Non rilevabile,Non rilevabile,Non rilevabile,Non rilevabile,Non rilevabile,"Professori di pre-primaria, primaria, secondaria e post-secondaria e professioni assimilate",Altra istruzione, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Non selezionato,Selected
iC1,33,Proponente,Milano,35-39 anni,Maschio,Post-laurea,"Scienze dell’antichità, filologico-letterarie e storico-artistiche","Specialisti in discipline linguistiche, letterarie e documentali","Edizione di libri, periodici ed altre attività editoriali",In rappresentanza di un team informale,3,No Profit,Digitale,"Patrimonio (beni culturali, archeologia, paesaggio)",Non applicabile, , , , , , , , , , ,Idea completamente nuova,Non applicabile,Non applicabile,Non applicabile,Progettazione,Italia,Accesso,Non applicabile, , , , , , , , , , ,Cultura,Non applicabile,Risorse economiche,Marketing,Non applicabile, , , , , , , , , , , , ,Selezionato,Selected
iC1,33,2,Non rilevabile,Non rilevabile,Non rilevabile,Non rilevabile,Non rilevabile,"Specialisti in scienze matematiche, informatiche, chimiche, fisiche e naturali",Non rilevabile, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Non selezionato,Selected
iC1,33,3,Non rilevabile,Non rilevabile,Non rilevabile,Non rilevabile,Non rilevabile,"Altre professioni tecniche in campo scientifico, ingegneristico e della produzione",Non rilevabile, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Non selezionato,Selected
iC1,33,4,Non rilevabile,Non rilevabile,Non rilevabile,Non rilevabile,Non rilevabile,"Specialisti delle scienze gestionali, commerciali e bancarie",Non rilevabile, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Non selezionato,Selected
iC1,34,Proponente,Altra provincia italiana,60 anni e oltre,Maschio,Laurea,Scienze giuridiche,"Specialisti delle scienze gestionali, commerciali e bancarie",Attività di consulenza gestionale,In rappresentanza di un’organizzazione,Non applicabile,No Profit,Digitale,"Patrimonio (beni culturali, archeologia, paesaggio)",Non applicabile, , , , , , , , , , ,Idea completamente nuova,Non applicabile,Non applicabile,Non applicabile,Diffusione & sviluppo,Italia,Fruizione,Accesso, , , , , , , , , , ,Cultura,Non applicabile,Risorse economiche,Networking,Non applicabile, , , , , , , , , , , , ,Selezionato,Selected
iC1,35,Proponente,Bergamo,45-49 anni,Femmina,Laurea,Ingegneria civile e Architettura,"Architetti, pianificatori, paesaggisti e specialisti del recupero e della conservazione del territorio","Attività degli studi di architettura, ingegneria ed altri studi tecnici",In rappresentanza di un team informale,3,Non rilevabile,Attività,"Patrimonio (beni culturali, archeologia, paesaggio)",Non applicabile, , , , , , , , , , ,Idea completamente nuova,Non applicabile,Non applicabile,Non applicabile,Sperimentazione,Italia,Conservazione,Fruizione, , , , , , , , , , ,Cultura,Non applicabile,Competenze,Non applicabile,Non applicabile, , , , , , , , , , , , ,Selezionato,Selected
iC1,35,2,Non rilevabile,Non rilevabile,Non rilevabile,Non rilevabile,Non rilevabile,"Altre professioni intellettuali, scientifiche e di elevata specializzazione","Attività di biblioteche, archivi, musei ed altre attività culturali", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Non selezionato,Selected
iC1,35,3,Non rilevabile,Non rilevabile,Non rilevabile,Non rilevabile,Non rilevabile,Ingegneri e professioni assimilate,"Attività di biblioteche, archivi, musei ed altre attività culturali", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Non selezionato,Selected
iC1,35,4,Non rilevabile,Non rilevabile,Non rilevabile,Non rilevabile,Non rilevabile,Tecnici dei servizi culturali,Non rilevabile, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Non selezionato,Selected
iC1,36,Proponente,Bergamo,45-49 anni,Maschio,Laurea,"Scienze storiche, filosofiche, pedagogiche e psicologiche",Altre professioni,Attività di altre organizzazioni associative,A titolo personale,Non applicabile,No Profit,Spazio,Altro,Non applicabile, , , , , , , , , , ,Idea già realizzata altrove/simile a qualcosa di già esistente,Estero,Stesso ambito,Non applicabile,Concept,Non applicabile,Fruizione,Non applicabile, , , , , , , , , , ,Welfare/sociale,Cultura,Risorse economiche,Non applicabile,Non applicabile, , , , , , , , , , , , ,Selezionato,Selected
iC1,37,Proponente,Monza e della Brianza,Fino a 24 anni,Maschio,Diploma o titolo di studio inferiore,Ingegneria industriale e dell’informazione,Studenti,Non applicabile,In rappresentanza di un team informale,1,Non rilevabile,Digitale,Archivi e biblioteche,Non applicabile, , , , , , , , , , ,Idea già realizzata altrove/simile a qualcosa di già esistente,Italia,Stesso ambito,Non applicabile,Concept,Non applicabile,Fruizione,Non applicabile, , , , , , , , , , ,Cultura,Non applicabile,Competenze,Non applicabile,Non applicabile, , , , , , , , , , , , ,Selezionato,Selected
iC1,37,2,Non rilevabile,Non rilevabile,Non rilevabile,Diploma o titolo di studio inferiore,"Scienze storiche, filosofiche, pedagogiche e psicologiche",Studenti,Non applicabile, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Non selezionato,Selected
iC1,38,Proponente,Altra provincia italiana,35-39 anni,Maschio,Laurea,Altri settori scientifico-disciplinari,"Specialisti in scienze matematiche, informatiche, chimiche, fisiche e naturali","Attività di biblioteche, archivi, musei ed altre attività culturali",A titolo personale,Non applicabile,Non rilevabile,Digitale,"Patrimonio (beni culturali, archeologia, paesaggio)",Non applicabile, , , , , , , , , , ,Idea già realizzata altrove/simile a qualcosa di già esistente,Estero,Stesso ambito,Non applicabile,Sperimentazione,Italia,Fruizione,Accesso, , , , , , , , , , ,Cultura,Non applicabile,Networking,Non applicabile,Non applicabile, , , , , , , , , , , , ,Selezionato,Selected
iC1,39,Proponente,Milano,60 anni e oltre,Maschio,Laurea,Ingegneria civile e Architettura,"Architetti, pianificatori, paesaggisti e specialisti del recupero e della conservazione del territorio",Istruzione post-secondaria universitaria e non universitaria,In rappresentanza di un team informale,1,For Profit,Spazio,"Patrimonio (beni culturali, archeologia, paesaggio)",Non applicabile, , , , , , , , , , ,Idea già realizzata altrove/simile a qualcosa di già esistente,Italia,Stesso ambito,Non applicabile,Progettazione,Italia,Fruizione,Non applicabile, , , , , , , , , , ,Cultura,Non applicabile,Progettazione,Non applicabile,Non applicabile, , , , , , , , , , , , ,Selezionato,Selected
iC1,39,2,Non rilevabile,Non rilevabile,Non rilevabile,Non rilevabile,Non rilevabile,"Specialisti delle scienze gestionali, commerciali e bancarie",Non rilevabile, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Non selezionato,Selected
iC1,40,Proponente,Como,Fino a 24 anni,Maschio,Diploma o titolo di studio inferiore,Ingegneria civile e Architettura,Studenti,Non applicabile,In rappresentanza di un’organizzazione,Non applicabile,No Profit,Spazio,"Patrimonio (beni culturali, archeologia, paesaggio)",Non applicabile, , , , , , , , , , ,Idea già realizzata altrove/simile a qualcosa di già esistente,Italia,Stesso ambito,Non applicabile,Progettazione,Italia,Fruizione,Produzione, , , , , , , , , , ,Cultura,Ambiente,Risorse economiche,Marketing,Non applicabile, , , , , , , , , , , , ,Selezionato,Selected
iC1,41,Proponente,Como,35-39 anni,Femmina,Non rilevabile,Non rilevabile,Tecnici di apparecchiature ottiche e audio-video,"Attività di produzione, post-produzione e distribuzione cinematografica, di video e di programmi televisivi",A titolo personale,Non applicabile,For Profit,Digitale,"Patrimonio (beni culturali, archeologia, paesaggio)",Non applicabile, , , , , , , , , , ,Idea già realizzata altrove/simile a qualcosa di già esistente,Italia,Altro ambito,"Audiovisivo (cinema, radio, video, videogame, discografia)",Sperimentazione,Italia,Fruizione,Non applicabile, , , , , , , , , , ,Cultura,Non applicabile,Risorse economiche,Marketing,Non applicabile, , , , , , , , , , , , ,Selezionato,Selected
iC1,42,Proponente,Milano,25-29 anni,Femmina,Laurea,"Scienze dell’antichità, filologico-letterarie e storico-artistiche",Tecnici di apparecchiature ottiche e audio-video,"Edizione di libri, periodici ed altre attività editoriali",In rappresentanza di un team informale,8,No Profit,Digitale,"Arti visive (pittura, scultura, fotografia, arti plastiche)","Patrimonio (beni culturali, archeologia, paesaggio)", , , , , , , , , , ,Idea completamente nuova,Non applicabile,Non applicabile,Non applicabile,Diffusione & sviluppo,Italia,Fruizione,Produzione, , , , , , , , , , ,Cultura,Ambiente,Competenze,Marketing,Networking, , , , , , , , , , , , ,Selezionato,Selected
iC1,42,2,Non rilevabile,Non rilevabile,Non rilevabile,Non rilevabile,Non rilevabile,Tecnici di apparecchiature ottiche e audio-video,Non rilevabile, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Non selezionato,Selected
iC1,42,3,Non rilevabile,Non rilevabile,Non rilevabile,Non rilevabile,Non rilevabile,Tecnici di apparecchiature ottiche e audio-video,Non rilevabile, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Non selezionato,Selected
